都道府県,市区町村,撮影場所,撮影日時,緯度,経度,"夜空の明るさ
（等級（mag/□”））",ばらつき,周辺状況,継続観察登録地点,備考,color
長野県,須坂市,峰の原高原　サンセットテラス,2023-08-11T21:21+09:00,36.55555556 ,138.35750000 ,20.98,0.08,自然公園等,○,,orange
長野県,北相木村,南佐久郡北相木村栃原,2020-08-11T20:33+09:00,36.06138889,138.51638889,21.43,0.14,森林山間地,○,,red
長野県,木曽町,開田高原水芭蕉園,2020-08-10T20:23+09:00,35.96611111,137.57444444,21.88,0.18,自然公園等,○,,red
長野県,木曽町,木曽町三岳倉本,2020-08-14T20:33+09:00,35.89611111,137.58611111,21.88,0.18,森林山間地,○,,red
長野県,木曽町,木曽馬の里,2020-08-15T20:28+09:00,35.93250000,137.62944444,21.78,0.21,その他,○,,red
長野県,天龍村,天龍村神原向方憩いの家,2019-08-26T20:55+09:00,35.24851666,137.7898604,21,0.17,住宅地域,○,,red
長野県,天龍村,天龍村神原峠山,2020-01-15T19:52+09:00,35.2304803,137.7889863,20.97,0.17,森林山間地,○,,orange
長野県,天龍村,天龍村神原ヒヤダ久保,2020-01-21T19:00+09:00,35.28150416,137.8209796,20.74,0.34,森林山間地,○,,orange
長野県,天龍村,天龍村平岡和知野,2019-08-26T21:09+09:00,35.30578913,137.8394375,20.98,0.61,森林山間地,○,,orange
長野県,長野市,飯綱スキー場駐車場,2019-09-02T20:16+09:00,36.72110361,138.1453246,20.94,0.22,自然公園等,○,,orange
長野県,高森町,,2019-02-02T19:07+09:00,35.56611111,137.86138889,20.45,0.08,,,,orange
長野県,飯綱町,いいづなリゾートスキー場　駐車場,2019-09-02T21:00+09:00,36.73804326,138.1680053,20.4,0.12,自然公園等,○,,orange
長野県,南木曽町,田立小学校,2019-02-02T19:57+09:00,35.59111111,137.54972222,20.86,0.07,住宅地域,○,,orange
長野県,南木曽町,天白公園駐車場,2021-08-29T21:36+09:00,35.59916667 ,137.60583333 ,20.78,0.10,自然公園等,○,,orange
長野県,大桑村,大桑中学校,2023-08-08T22:36+09:00,35.68777778 ,137.67055556 ,21.18,0.04,住宅地域,○,,red
長野県,上松町,木曽郡上松町倉本,2020-08-10T22:06+09:00,35.72277778,137.71527778,21.42,0.20,その他,○,,red
長野県,木曽町,木曽合同庁舎脇,2019-08-25T21:52+09:00,35.83906919,137.6875761,20.57,0.12,商業地域,○,,orange
長野県,王滝村,王滝村氷ケ瀬,2020-08-14T20:03+09:00,35.79611111,137.50805556,21.77,0.14,森林山間地,○,,red
長野県,安曇野市,,2022-08-28T20:51+09:00,36.34361111,137.95250000,20.65,0.09,,,,orange
長野県,塩尻市,奈良井ダム,2020-08-14T21:31+09:00,35.93416667,137.81027778,21.57,0.22,森林山間地,○,,red
長野県,松本市,奈川高原,2019-08-25T21:27+09:00,36.04608368,137.7026045,21.85,0.31,自然公園等,○,,red
長野県,御代田町,,2020-08-19T20:19+09:00,36.33722222,138.50555556,20.03,0.06,,,,orange
長野県,松川村,,2021-01-06T19:34+09:00,36.42388889 ,137.85555556 ,20.35,0.09,,,,orange
長野県,南牧村,南佐久郡南牧村野辺山,2020-08-17T21:36+09:00,35.96111111,138.46361111,21.19,0.01,住宅地域,○,,red
長野県,上田市,上田市菅平高原,2019-09-25T20:36+09:00,36.52260463,138.3438778,20.66,0.07,森林山間地,○,,orange
長野県,上田市,鳥居峠,2019-09-27T19:36+09:00,36.49061169,138.3964873,18.79,0.41,森林山間地,○,,green
長野県,佐久市,,2019-02-05T20:46+09:00,36.22250000,138.61583333,20.96,0.07,,,,orange
長野県,上田市,太郎山登山口駐車場（四十八曲がりコース）,2019-10-01T20:13+09:00,36.41959744,138.2539675,18.26,0.24,住宅地域,○,,green
長野県,茅野市,,2023-08-10T22:16+09:00,36.01305556 ,138.23055556 ,20.96,0.12,,,,orange
長野県,大町市,,2020-08-18T20:11+09:00,36.57000000,137.83611111,21.49,0.16,,,,red
長野県,小谷村,,2020-08-18T21:30+09:00,36.75361111,137.87305556,21.48,0.23,,,,red
長野県,飯山市,,2019-09-25T21:04+09:00,36.97523939,138.4087873,21.25,0.11,,,,red
長野県,山ノ内町,,2019-09-27T20:38+09:00,36.66637247,138.5339016,21.14,0.1,,,,red
岐阜県,可児市,可児市 天体ドーム横,2021-09-09T20:54+09:00,35.39555556 ,137.05888889 ,19.02,0.12,住宅地域,○,,yellow
岐阜県,揖斐川町,揖斐川町西横山,2020-08-14T20:34+09:00,35.57583333,136.45750000,20.88,0.13,森林山間地,○,,orange
静岡県,富士宮市,富士宮市内,2021-01-08T20:08+09:00,35.24722222 ,138.61416667 ,18.94,0.12,住宅地域,○,,green
静岡県,伊豆市,,2022-08-19T21:09+09:00,34.97527778,138.85083333,20.44,0.07,,,,orange
静岡県,浜松市,,2020-08-17T22:14+09:00,35.03416667,137.95805556,21.18,0.18,,,,red
愛知県,豊田市,,2019-09-24T21:06+09:00,35.21886754,137.4049064,20.53,0.12,,,,orange
愛知県,名古屋市,名古屋市科学館,2020-08-14T20:59+09:00,35.16472222,136.89944444,16.60,0.14,商業地域,○,,blue
愛知県,豊根村,茶臼山高原(愛知県北設楽郡豊根村),2019-08-26T21:16+09:00,35.22183075,137.6591523,21.9,0.21,自然公園等,○,,red
滋賀県,高島市,,2019-09-26T20:01+09:00,35.45246835,136.060089,20.27,0.06,,,,orange
滋賀県,多賀町,ダイニック　アストロパーク天究館,2019-01-30T18:56+09:00,35.21111111,136.30472222,19.46,0.09,工業地域,○,,yellow
滋賀県,多賀町,,2019-09-26T20:54+09:00,35.23427701,136.2884706,19.28,0.09,,,,yellow
滋賀県,彦根市,,2019-02-05T21:05+09:00,35.26000000,136.27166667,18.60,0.09,,,,green
滋賀県,長浜市,ウッデイパル余呉,2020-08-18T20:22+09:00,35.54638889,136.22083333,21.40,0.17,森林山間地,○,,red
滋賀県,近江八幡市,近江八幡市　びわこ天文台,2020-08-18T22:11+09:00,35.13138889,136.07027778,19.47,0.10,農業地域,○,,yellow
京都府,和束町,相楽郡和束町杣田,2021-01-10T19:21+09:00,34.78861111 ,135.90416667 ,19.61,0.07,農業地域,○,,yellow
京都府,京都市,上京区主税町,2019-09-25T20:22+09:00,35.01634333,135.7461717,17.45,0.14,商業地域,○,,blue
京都府,京都市,京都市左京区 鴨川河川敷,2020-08-18T21:47+09:00,35.01444444,135.77166667,17.98,0.07,住宅地域,○,,blue
大阪府,枚方市,枚方市 ひらパー,2023-08-12T21:04+09:00,34.80944444 ,135.64027778 ,17.71,0.10,住宅地域,○,,blue
大阪府,能勢町,,2019-09-25T20:40+09:00,35.00566618,135.4331419,19.4,1.1,,,,yellow
兵庫県,明石市,明姫幹線道路南側,2021-08-29T20:10+09:00,34.67972222 ,134.92861111 ,18.32,0.15,住宅地域,○,,green
兵庫県,神戸市,神戸市長田区鹿松町,2019-09-02T20:39+09:00,34.68373586,135.1328525,18.35,0.13,住宅地域,○,,green
兵庫県,神戸市,兵庫県立舞子高等学校屋上,2019-09-02T21:47+09:00,34.65578802,135.0550783,19.52,0.58,住宅地域,○,,yellow
兵庫県,西脇市,,2019-09-25T20:12+09:00,34.99994152,134.9988547,19.86,0.19,,,,yellow
兵庫県,淡路市,淡路市久留麻 淡路,2019-02-02T21:48+09:00,34.52583333,134.99305556,19.82,0.10,その他,○,,yellow
和歌山県,高野町,,2019-02-02T20:08+09:00,34.21750000,135.61194444,20.47,0.13,,,,orange
鳥取県,南部町,,2020-08-13T20:32+09:00,35.30416667,133.32500000,21.29,0.10,,,,red
鳥取県,日南町,,2020-01-18T20:30+09:00,35.1159998,133.2012811,21.36,0.28,,,,red
鳥取県,日野町,,2020-08-13T21:26+09:00,35.20638889,133.38361111,21.26,0.14,,,,red
鳥取県,江府町,,2020-08-13T21:51+09:00,35.28305556,133.48500000,21.03,0.12,,,,red
鳥取県,境港市,,2020-08-10T20:52+09:00,35.52055556,133.25916667,20.17,0.07,,,,orange
鳥取県,米子市,,2020-08-14T21:54+09:00,35.45444444,133.44055556,20.85,0.09,,,,orange
鳥取県,鳥取市,,2020-01-18T22:18+09:00,35.3569437,134.1753924,21.45,0.23,,,,red
鳥取県,鳥取市,鳥取市倉田 倉田スポーツ広場,2020-08-14T21:48+09:00,35.44694444,134.21138889,20.55,0.14,その他,○,,orange
鳥取県,鳥取市,鳥取市幸町 幸町棒鼻公園,2021-09-09T21:03+09:00,35.49416667 ,134.21944444 ,18.83,0.12,住宅地域,○,,green
鳥取県,鳥取市,鳥取砂丘駐車場,2022-08-28T20:59+09:00,35.54472222,134.23694444,20.43,0.09,自然公園等,○,,orange
鳥取県,大山町,,2020-08-14T21:09+09:00,35.39444444,133.52972222,21.39,0.11,,,,red
鳥取県,北栄町,,2020-01-16T19:09+09:00,35.47026631,133.7986439,19.84,0.28,,,,yellow
鳥取県,三朝町,,2020-01-18T19:55+09:00,35.32676443,133.83729,21.17,0.37,,,,red
鳥取県,倉吉市,,2019-08-25T22:09+09:00,35.36278065,133.6951973,21.1,0.18,,,,red
鳥取県,湯梨浜町,,2019-08-26T21:01+09:00,35.50586386,133.8742401,20.05,0.08,,,,orange
鳥取県,琴浦町,,2019-08-26T22:08+09:00,35.42826088,133.6062338,20.56,0.29,,,,orange
鳥取県,若桜町,,2019-09-26T19:59+09:00,35.35745996,134.4909757,21.41,0.04,,,,red
鳥取県,鳥取市,さじアストロパーク園地,2023-08-11T21:25+09:00,35.34194444 ,134.11944444 ,21.58,0.22,森林山間地,○,,red
鳥取県,鳥取市,鳥取県鳥取市用瀬町鷹狩,2021-09-09T22:01+09:00,35.35694444 ,134.20472222 ,21.08,0.11,農業地域,○,,red
鳥取県,鳥取市,鳥取市河原町曳田 桜広場駐車場,2020-08-14T22:09+09:00,35.39388889,134.20027778,20.70,0.14,住宅地域,○,,orange
鳥取県,日野町,滝山公園,2019-08-26T20:24+09:00,35.1858186,133.3816624,20.93,0.2,森林山間地,○,,orange
鳥取県,日南町,日南町上萩山,2020-08-18T20:55+09:00,35.13611111,133.16944444,21.67,0.22,農業地域,○,,red
鳥取県,倉吉市,倉吉市関金町関金宿,2023-08-11T21:13+09:00,35.35583333 ,133.76000000 ,21.48,0.10,農業地域,○,,red
鳥取県,智頭町,,2020-01-18T21:38+09:00,35.25607159,134.2010719,21.48,0.23,,,,red
島根県,浜田市,浜田市竹迫町 海の見える文化公園,2022-08-28T20:59+09:00,34.88694444,132.07638889,20.23,0.11,住宅地域,○,,orange
島根県,浜田市,三隅町 三保公民館,2019-08-25T21:57+09:00,34.7893658,131.9432661,21.58,0.52,住宅地域,○,,red
岡山県,倉敷市,,2023-08-11T21:36+09:00,34.43416667 ,133.81333333 ,19.84,0.03,,,,yellow
岡山県,浅口市,浅口市内,2019-08-26T21:34+09:00,34.52651328,133.6029205,19.18,0.14,住宅地域,○,,yellow
岡山県,赤磐市,,2019-08-26T20:21+09:00,34.89385126,134.0025026,20.65,0.13,,,,orange
岡山県,総社市,,2020-08-18T21:01+09:00,34.66277778,133.64305556,20.36,0.12,,,,orange
岡山県,井原市,井原市美星天文台,2019-08-25T21:42+09:00,34.67195362,133.5455829,21.79,0,森林山間地,○,,red
山口県,山口市,山口市矢原町,2019-09-24T20:17+09:00,34.15549173,131.4531766,18.86,0.07,住宅地域,○,,green
愛媛県,久万高原町,久万高原天体観測館,2020-08-14T22:17+09:00,33.67638889,132.93944444,21.63,0.17,森林山間地 ,○,,red
高知県,四万十市,四万十天文台前,2020-08-14T21:34+09:00,33.17416667,132.79305556,21.73,0.16,森林山間地,○,,red
福岡県,飯塚市,飯塚市川津,2020-01-21T20:58+09:00,33.64805369,130.6726439,18.37,0.39,住宅地域,○,,green
熊本県,南関町,リフレスおおむた,2020-08-15T21:18+09:00,33.07333333,130.53500000,20.15,0.10,農業地域,○,,orange
大分県,竹田市,くじゅう花公園周辺,2019-09-24T21:05+09:00,33.05043781,131.2439632,21.17,0.11,自然公園等,○,,red
宮崎県,五ヶ瀬町,,2019-09-25T21:53+09:00,32.68332804,131.196604,20.72,0.11,,,,orange
鹿児島県,与論町,与論町 金増,2020-01-27T20:22+09:00,27.04305408,128.4284914,21.71,0.11,農業地域,○,,red
鹿児島県,中種子町,熊毛郡中種子町,2023-08-13T22:02+09:00,30.55666667 ,130.97944444 ,21.58,0.19,農業地域,○,,red
沖縄県,国頭村,,2019-08-24T22:19+09:00,26.85544357,128.2537347,21.46,0.16,,,,red
沖縄県,宮古島市,,2019-09-25T21:24+09:00,24.81234925,125.2171791,20.78,1.13,,,,orange
沖縄県,竹富町,波照間島星空観測タワー広場,2019-02-02T22:00+09:00,24.04972222,123.79750000,21.92,0.01,その他,○,,red
北海道,弟子屈町,,2020-01-19T19:14+09:00,43.5550222,144.3331625,21.36,0.15,,,,red
青森県,八戸市,青森県八戸市 湊高台二丁目,2019-02-02T19:44+09:00,40.50527778,141.54027778,18.33,0.12,住宅地域,○,,green
岩手県,住田町,岩手県気仙群住田町 種山高原（遊林ランド種山）,2019-02-04T20:34+09:00,39.15805556,141.50083333,21.43,0.20,森林山間地,○,,red
岩手県,久慈市,岩手県久慈市長内町,2019-02-01T21:09+09:00,40.18611111,141.79000000,20.29,0.32,住宅地域,○,,orange
岩手県,金ケ崎町,岩手県胆沢郡金ケ崎町樺山遺跡付近,2019-02-02T19:11+09:00,39.23666667,141.12972222,19.80,0.09,農業地域,○,,yellow
岩手県,二戸市,岩手県二戸市福岡 古梅児童公園の近辺,2019-01-30T20:12+09:00,40.27138889,141.31444444,19.71,0.05,住宅地域,○,,yellow
岩手県,住田町,,2019-02-02T20:00+09:00,39.18111111,141.39805556,20.78,0.09,,,,orange
宮城県,登米市,宮城県　登米市　旧中田沼,2019-02-05T20:25+09:00,38.74138889,141.23777778,20.11,0.07,農業地域,○,,orange
宮城県,岩沼市,宮城県岩沼市寺島蒲崎,2019-01-29T19:10+09:00,38.07250000,140.92361111,19.65,0.12,その他,○,,yellow
秋田県,美郷町,秋田県仙北郡美郷町,2019-02-02T20:22+09:00,39.41000000,140.58000000,20.10,0.08,農業地域,○,,orange
秋田県,横手市,秋田ふるさと村　第４駐車場,2019-02-02T19:33+09:00,39.30111111,140.57888889,18.57,0.11,商業地域,○,,green
秋田県,横手市,,2019-02-02T20:13+09:00,39.36472222,140.50277778,20.01,0.10,,,,orange
山形県,山辺町,,2019-02-05T21:16+09:00,38.23500000,140.21222222,20.08,0.05,,,,orange
福島県,田村市,田村市 星の村天文台,2019-02-07T18:33+09:00,37.34166667,140.67611111,19.68,0.23,自然公園等,○,,yellow
福島県,二本松市,,2019-02-07T19:38+09:00,37.52305556,140.58944444,20.70,0.08,,,,orange
福島県,塙町,,2019-01-27T19:24+09:00,36.89138889,140.48305556,20.77,0.09,,,,orange
茨城県,つくば市,,2020-08-11T20:40+09:00,36.17722222,140.10333333,19.43,0.14,,,,yellow
茨城県,城里町,,2023-08-12T20:15+09:00,36.43777778 ,140.35750000 ,20.03,0.07,,,,orange
茨城県,高萩市,茨城県高萩市 秋山中学校付近,2019-01-27T19:59+09:00,36.72305556,140.68833333,20.05,0.13,住宅地域,○,,orange
茨城県,ひたちなか市,茨城県ひたちなか市馬渡,2019-01-28T20:00+09:00,36.40944444,140.57444444,18.59,0.07,住宅地域,○,,green
茨城県,常陸太田市,茨城県常陸太田市　竜神大吊橋付近,2019-01-29T19:34+09:00,36.68111111,140.46805556,20.71,0.12,森林山間地,○,,orange
栃木県,佐野市,栃木県佐野市　作原自然環境保全地域,2019-01-27T18:33+09:00,36.56444444,139.46888889,20.45,0.13,自然公園等,○,,orange
栃木県,塩谷町,星ふる学校「くまの木」,2020-08-13T20:59+09:00,36.79972222,139.84638889,20.65,0.14,農業地域,○,,orange
栃木県,宇都宮市,栃木県宇都宮市内,2019-02-08T18:54+09:00,36.55166667,139.86861111,17.80,0.13,住宅地域,○,,blue
群馬県,嬬恋村,嬬恋村鎌原,2019-02-06T18:56+09:00,36.52250000,138.55222222,20.63,0.08,森林山間地,○,,orange
群馬県,高山村,,2022-08-18T21:25+09:00,36.62416667,138.95611111,20.93,0.11,,,,orange
群馬県,玉村町,,2019-02-06T20:15+09:00,36.30777778,139.09555556,18.50,0.11,,,,green
埼玉県,春日部市,,2019-02-01T20:28+09:00,36.00666667,139.79472222,18.32,0.08,,,,green
埼玉県,さいたま市,さいたま市中央区本町東２丁目,2019-02-04T20:22+09:00,35.88194444,139.62277778,17.41,0.76,住宅地域,○,,blue
埼玉県,久喜市,,2019-02-07T19:07+09:00,36.06083333,139.66722222,17.55,0.15,,,,blue
埼玉県,春日部市,埼玉県春日部市千間,2019-02-04T20:00+09:00,35.93638889,139.76500000,17.90,0.14,住宅地域,○,,blue
埼玉県,草加市,埼玉県草加市瀬崎 東武スカイツリーライン谷塚駅前,2019-01-27T20:44+09:00,35.81444444,139.80166667,17.34,0.18,商業地域,○,,blue
埼玉県,坂戸市,埼玉県 坂戸市,2019-01-28T19:06+09:00,35.92111111,139.33888889,18.53,0.09,農業地域,○,,green
埼玉県,鴻巣市,,2020-01-21T20:16+09:00,36.06796006,139.5474802,18.57,0.1,,,,green
埼玉県,松伏町,,2019-02-02T20:02+09:00,35.95444444,139.82333333,18.12,0.14,,,,green
埼玉県,上尾市,,2019-02-02T18:48+09:00,35.96000000,139.54944444,17.90,0.10,,,,blue
埼玉県,秩父市,,2019-02-02T18:49+09:00,35.92194444,138.93250000,20.28,0.05,,,,orange
埼玉県,秩父市,アストレア大滝天体観測所,2019-02-04T20:09+09:00,35.91805556,138.97500000,20.61,0.09,自然公園等,○,,orange
千葉県,木更津市,,2019-02-08T20:46+09:00,35.46416667,139.87388889,18.39,0.02,,,,green
千葉県,千葉市,,2019-01-27T19:28+09:00,35.63638889,140.10527778,17.55,0.08,,,,blue
千葉県,松戸市,千葉県松戸市,2019-01-28T18:56+09:00,35.77944444,139.90444444,17.24,0.10,住宅地域,○,,blue
千葉県,船橋市,,2019-01-27T19:33+09:00,35.74555556,139.97972222,17.70,0.13,,,,blue
千葉県,鎌ケ谷市,千葉県鎌ケ谷市,2019-02-02T18:37+09:00,35.77805556,139.99055556,17.49,0.08,住宅地域,○,,blue
千葉県,大網白里市,千葉県大網白里市北飯塚,2019-02-04T18:54+09:00,35.49972222,140.35027778,19.42,0.07,その他,○,,yellow
千葉県,東金市,千葉県東金市松之郷,2019-02-02T19:01+09:00,35.58888889,140.37944444,18.79,0.15,その他,○,,green
東京都,立川市,,2019-01-27T20:27+09:00,35.73138889,139.40777778,17.46,0.13,,,,blue
東京都,三鷹市,東京都三鷹市大沢,2019-01-26T20:28+09:00,35.67500000,139.53527778,17.69,0.11,住宅地域,○,,blue
東京都,文京区,,2019-01-27T19:40+09:00,35.72944444,139.75111111,17.11,0.07,,,,blue
東京都,大田区,,2019-01-27T18:28+09:00,35.57583333,139.68472222,17.13,0.13,,,,blue
東京都,青梅市,,2019-01-27T21:23+09:00,35.79555556,139.29972222,18.57,0.08,,,,green
東京都,立川市,東京都立川市 お庭天文台,2019-02-04T19:04+09:00,35.69638889,139.39027778,17.49,0.17,住宅地域,○,,blue
東京都,狛江市,,2019-01-28T20:15+09:00,35.62333333,139.57416667,17.46,0.09,,,,blue
東京都,板橋区,東京都板橋区志村２丁目 城山公園,2019-01-27T19:12+09:00,35.77638889,139.68750000,16.47,0.23,住宅地域,○,,blue
東京都,渋谷区,,2019-02-01T19:59+09:00,35.66916667,139.69861111,16.63,0.15,,,,blue
東京都,西東京市,西東京いこいの森公園,2019-02-02T19:08+09:00,35.74055556,139.53944444,17.01,0.24,自然公園等,○,,blue
東京都,西東京市,,2019-02-04T20:39+09:00,35.72916667,139.55444444,16.64,0.30,,,,blue
東京都,千代田区,,2023-08-07T21:17+09:00,35.68111111 ,139.76500000 ,16.60,0.16,,,,blue
東京都,奥多摩町,,2019-02-07T19:20+09:00,35.76861111,139.02166667,20.09,0.10,,,,orange
神奈川県,茅ヶ崎市,,2019-02-02T19:53+09:00,35.36722222,139.43194444,17.92,0.08,,,,blue
神奈川県,相模原市,相模原市立博物館観測テラス,2019-02-02T19:08+09:00,35.55916667,139.39333333,17.31,0.07,住宅地域,○,,blue
神奈川県,藤沢市,神奈川県藤沢市,2019-01-29T20:00+09:00,35.39805556,139.46944444,17.23,0.09,商業地域,○,,blue
神奈川県,平塚市,神奈川県平塚市岡崎,2019-01-26T20:11+09:00,35.36888889,139.32055556,18.63,0.08,農業地域,○,,green
神奈川県,三浦市,,2019-01-26T19:52+09:00,35.18916667,139.65694444,19.08,0.07,,,,yellow
神奈川県,相模原市,,2020-08-20T21:53+09:00,35.60444444,139.27666667,19.06,0.11,,,,yellow
神奈川県,横浜市,桜台公園,2019-02-06T18:48+09:00,35.54833333,139.50861111,17.30,0.16,住宅地域,○,,blue
神奈川県,清川村,神奈川県清川村、布川橋,2019-02-02T18:50+09:00,35.47361111,139.21638889,19.34,0.06,森林山間地,○,,yellow
神奈川県,相模原市,神奈川県相模原市南区下溝,2019-02-06T20:17+09:00,35.53833333,139.37388889,17.99,0.10,農業地域,○,,blue
新潟県,長岡市,新潟県長岡市小国町法坂 せせらぎ公園,2019-01-30T19:11+09:00,37.30916667,138.71083333,19.51,0.12,その他,○,,yellow
新潟県,佐渡市,新潟県佐渡市秋津,2019-02-05T19:16+09:00,38.06111111,138.41527778,20.32,0.14,その他,○,,orange
新潟県,長岡市,新潟県長岡市小国町原の県道341号沿,2019-02-06T19:38+09:00,37.25666667,138.69666667,20.64,0.13,森林山間地,○,,orange
富山県,射水市,,2019-02-05T21:02+09:00,36.75805556,137.08527778,18.57,0.11,,,,green
石川県,小松市,,2019-02-06T20:38+09:00,36.39694444,136.47361111,18.66,0.13,,,,green
石川県,金沢市,,2019-01-27T19:48+09:00,36.51777778,136.74277778,19.77,0.18,,,,yellow
福井県,南越前町,,2019-02-06T20:54+09:00,35.79944444,136.29861111,20.69,0.07,,,,orange
福井県,おおい町,,2023-08-11T21:33+09:00,35.39444444 ,135.58777778 ,21.37,0.22,,,,red
福井県,小浜市,,2020-08-20T20:57+09:00,35.48888889,135.82972222,20.71,0.19,,,,orange
福井県,おおい町,福井県大飯郡おおい町名田庄納田終,2019-02-05T19:54+09:00,35.39694444,135.57111111,20.88,0.13,森林山間地,○,,orange
福井県,おおい町,福井県大飯郡おおい町名田庄中,2019-02-05T20:11+09:00,35.40472222,135.64166667,20.79,0.09,農業地域,○,,orange
福井県,おおい町,福井県大飯郡おおい町名田庄三重,2019-02-05T20:27+09:00,35.41361111,135.68194444,20.87,0.14,農業地域,○,,orange
福井県,大野市,福井県大野市下据,2019-02-05T19:54+09:00,35.96722222,136.51277778,20.19,0.15,農業地域,○,,orange
福井県,大野市,福井県大野市大矢戸 大矢戸天文台,2019-02-05T20:10+09:00,36.01777778,136.47972222,20.62,0.09,森林山間地,○,,orange
福井県,大野市,六呂師自然保護センター第２駐車場,2020-08-14T21:51+09:00,36.02027778,136.58305556,21.40,0.14,自然公園等,○,,red
福井県,高浜町,,2019-02-06T20:18+09:00,35.49500000,135.57444444,20.42,0.13,,,,orange
福井県,勝山市,福井県勝山市北谷町小原集落,2019-02-05T20:44+09:00,36.09083333,136.59111111,20.96,0.10,森林山間地,○,,orange
福井県,福井市,一乗谷朝倉氏遺跡,2020-08-14T21:22+09:00,36.00000000,136.29472222,20.55,0.05,その他,○,,orange
山梨県,甲府市,,2019-02-06T19:57+09:00,35.64722222,138.56888889,17.21,0.46,,,,blue
山梨県,北杜市,,2021-08-28T20:05+09:00,35.90277778 ,138.44638889 ,21.53,0.22,,,,red
山梨県,富士河口湖町,,2019-01-27T20:29+09:00,35.52333333,138.73361111,20.21,0.04,,,,orange
山梨県,北杜市,山梨県北杜市白州町横手,2019-02-04T20:30+09:00,35.78750000,138.31555556,21.08,0.14,農業地域,○,,red
長野県,須坂市,長野県須坂市 峰の原高原　サンセットテラス,2019-02-06T20:14+09:00,36.55583333,138.35750000,20.86,0.10,自然公園等,○,,orange
長野県,富士見町,マナスル山荘天文館コテージ広場,2021-08-29T22:09+09:00,35.90277778 ,138.17111111 ,21.17,0.11,森林山間地,○,,red
長野県,下諏訪町,長野県諏訪郡下諏訪町八島湿原,2019-02-05T20:30+09:00,36.12027778,138.15972222,20.95,0.15,自然公園等,○,,orange
長野県,長野市,長野市田中,2019-02-01T19:49+09:00,36.69666667,138.23027778,19.29,0.13,農業地域,○,,yellow
長野県,上田市,長野県上田市真田町 長石舟,2019-02-01T20:11+09:00,36.44527778,138.31472222,20.25,0.08,住宅地域,○,,orange
長野県,南牧村,南牧村野辺山,2019-02-08T19:14+09:00,35.94500000,138.45472222,20.76,0.13,農業地域,○,,orange
長野県,南牧村,八ヶ岳グレイスホテル グラウンド,2019-02-08T19:11+09:00,35.94527778,138.45722222,20.73,0.12,森林山間地,○,,orange
長野県,大桑村,,2021-08-30T20:00+09:00,35.69027778 ,137.68916667 ,20.99,0.14,,,,orange
長野県,諏訪市,,2019-02-06T20:22+09:00,36.10361111,138.18666667,20.73,0.08,,,,orange
長野県,上松町,長野県木曽郡上松町　上松駅前ふれあい広場,2019-01-29T19:12+09:00,35.78361111,137.69333333,19.08,0.08,住宅地域,○,,yellow
長野県,阿智村,長野県下伊那郡阿智村清内路 流星観測場所,2019-01-26T20:40+09:00,35.52305556,137.66388889,21.15,0.10,森林山間地,○,,red
長野県,伊那市,長野県伊那市西箕輪 中条地区,2019-01-27T19:17+09:00,35.87444444,137.92750000,20.39,0.10,農業地域,○,,orange
長野県,伊那市,長野県伊那市 西春近北小学校グランド,2019-01-27T20:30+09:00,35.81944444,137.93694444,20.12,0.10,農業地域,○,,orange
長野県,阿智村,長野県下伊那郡阿智村伍和 栗矢観測所,2019-01-27T20:39+09:00,35.41111111,137.75000000,20.97,0.10,農業地域,○,,orange
長野県,南箕輪村,長野県上伊那郡南箕輪村 大芝公園,2019-01-27T19:40+09:00,35.88527778,137.94333333,20.23,0.08,自然公園等,○,,orange
長野県,箕輪町,長野県上伊那郡箕輪町 箕輪北小学校グランド,2019-01-29T18:57+09:00,35.93416667,137.98305556,19.73,0.06,住宅地域,○,,yellow
長野県,木曽町,東京大学木曽観測所,2019-01-29T18:53+09:00,35.79694444,137.62527778,21.28,0.09,森林山間地,○,,red
長野県,木曽町,宮ノ越駅前,2021-08-28T20:16+09:00,35.88722222 ,137.76277778 ,21.03,0.13,住宅地域,○,,red
長野県,南牧村,長野県南佐久郡南牧村野辺山,2019-01-29T20:04+09:00,35.96166667,138.46277778,20.95,0.03,住宅地域,○,,orange
長野県,木祖村,木祖村郷土館脇,2021-08-28T20:00+09:00,35.93166667 ,137.78361111 ,20.96,0.14,商業地域,○,,orange
長野県,天龍村,長野県天龍村神原向方憩いの家,2019-01-29T20:50+09:00,35.24972222,137.79111111,21.16,0.11,住宅地域,○,,red
長野県,天龍村,長野県天龍村神原峠山,2019-02-02T19:10+09:00,35.23000000,137.78833333,21.07,0.19,森林山間地,○,,red
長野県,塩尻市,塩尻市本山,2020-08-14T20:36+09:00,36.06444444,137.90000000,20.94,0.16,農業地域,○,,orange
長野県,根羽村,根羽村 茶臼山,2020-08-14T21:02+09:00,35.22333333,137.62333333,21.41,0.16,自然公園等,○,,red
長野県,上田市,長野県上田市菅平高原,2019-01-30T19:09+09:00,36.52138889,138.34416667,20.53,0.12,森林山間地,○,,orange
長野県,東御市,長野県東御市湯の丸高原,2019-01-30T19:52+09:00,36.42583333,138.42083333,20.64,0.06,森林山間地,○,,orange
長野県,小諸市,長野県小諸市高峰高原,2019-01-30T20:43+09:00,36.40361111,138.47055556,20.98,0.11,森林山間地,○,,orange
長野県,松本市,長野県松本市中央,2019-01-30T20:24+09:00,36.23416667,137.97750000,17.97,0.03,商業地域,○,,blue
